"","y","black","female","v.prev.full","age","edu","age.edu","state","region.full"
"516",1,0,0,0.613366670163472,3,3,11,3,4
"517",1,0,1,0.594033358287811,2,2,6,44,3
"518",1,0,1,0.543666702906291,2,4,8,5,4
"519",1,0,1,0.554300017801921,1,4,4,43,3
"520",0,1,0,0.582999997297923,2,2,6,25,3
"521",1,0,0,0.613366670163472,1,4,4,3,4
"522",0,0,1,0.527833360989889,2,4,8,50,2
"523",1,0,0,0.594033358287811,1,2,2,44,3
"524",1,0,0,0.554300017801921,4,2,14,43,3
"525",NA,0,1,0.543666702906291,2,3,7,5,4
"526",0,0,1,0.527833360989889,2,2,6,50,2
"527",0,0,0,0.543666702906291,1,4,4,5,4
"528",0,0,1,0.584566701952616,2,2,6,6,4
"529",0,0,0,0.543666702906291,2,4,8,5,4
"530",1,0,0,0.543666702906291,3,3,11,5,4
"531",1,0,1,0.543666702906291,1,2,2,5,4
"532",0,0,0,0.543666702906291,1,4,4,5,4
"533",0,0,1,0.554433295345306,1,1,1,48,4
"534",1,0,0,0.554433295345306,1,4,4,48,4
"535",1,0,0,0.633833340326945,2,3,7,51,4
"536",1,0,0,0.543666702906291,1,4,4,5,4
"537",1,0,0,0.547800015417735,2,4,8,32,4
"538",1,0,1,0.543666702906291,1,2,2,5,4
"539",1,0,0,0.543666702906291,2,4,8,5,4
"540",1,0,0,0.543666702906291,2,4,8,5,4
"541",0,1,0,0.543666702906291,3,4,12,5,4
"542",0,0,1,0.543666702906291,4,4,16,5,4
"543",0,1,0,0.543666702906291,4,1,13,5,4
"544",0,0,0,0.554433295345306,3,4,12,48,4
"545",1,0,0,0.544333343505859,3,2,10,38,4
"546",0,0,1,0.554433295345306,1,2,2,48,4
"547",0,1,1,0.52436664425532,2,2,6,33,1
"548",1,0,1,0.52436664425532,3,2,10,33,1
"549",0,0,1,0.526566670163472,3,2,10,39,1
"550",NA,0,0,0.526566670163472,3,2,10,39,1
"551",1,0,1,0.526566670163472,3,3,11,39,1
"552",1,0,1,0.52436664425532,3,3,11,33,1
"553",1,0,1,0.489766651884715,2,4,8,22,1
"554",0,0,1,0.52436664425532,2,4,8,33,1
"555",NA,0,1,0.489766651884715,1,2,2,22,1
"556",0,0,0,0.52436664425532,3,4,12,33,1
"557",0,1,1,0.52436664425532,1,2,2,33,1
"558",0,0,1,0.52436664425532,2,2,6,33,1
"559",1,0,0,0.52436664425532,1,4,4,33,1
"560",1,0,0,0.52436664425532,3,1,9,33,1
"561",1,0,0,0.52436664425532,2,4,8,33,1
"562",0,0,1,0.526566670163472,2,4,8,39,1
"563",1,0,1,0.566633343823751,4,1,13,7,1
"564",1,0,1,0.478700007629395,1,2,2,40,1
"565",0,0,1,0.52436664425532,3,4,12,33,1
"566",1,0,1,0.489766651884715,2,3,7,22,1
"567",1,0,1,0.52436664425532,2,3,7,33,1
"568",1,0,0,0.564166665871938,3,4,12,31,1
"569",0,0,1,0.527833360989889,3,3,11,50,2
"570",0,0,0,0.52436664425532,2,4,8,33,1
"571",0,0,1,0.548066697978973,2,3,7,23,2
"572",0,0,1,0.564166665871938,3,2,10,31,1
"573",1,0,1,0.526566670163472,4,2,14,39,1
"574",1,0,0,0.52436664425532,2,3,7,33,1
"575",1,0,1,0.581833334445953,3,2,10,15,2
"576",1,0,1,0.533566686375936,1,2,2,26,2
"577",0,0,1,0.52436664425532,2,3,7,33,1
"578",1,0,1,0.564166665871938,1,2,2,31,1
"579",1,0,1,0.526566670163472,2,2,6,39,1
"580",1,0,1,0.552200000635783,3,2,10,36,2
"581",1,0,0,0.552200000635783,1,3,3,36,2
"582",1,0,1,0.552200000635783,3,2,10,36,2
"583",0,0,1,0.478700007629395,2,4,8,40,1
"584",0,0,1,0.52436664425532,2,4,8,33,1
"585",1,0,1,0.526566670163472,3,2,10,39,1
"586",1,0,1,0.526566670163472,1,2,2,39,1
"587",0,0,0,0.527833360989889,2,2,6,50,2
"588",0,0,1,0.527833360989889,2,4,8,50,2
"589",0,0,0,0.552200000635783,1,2,2,36,2
"590",0,0,0,0.566633343823751,2,2,6,7,1
"591",NA,0,0,0.489766651884715,1,3,3,22,1
"592",1,0,1,0.602099974091848,4,1,13,17,2
"593",0,0,0,0.552200000635783,2,3,7,36,2
"594",1,0,0,0.527833360989889,2,4,8,50,2
"595",1,0,1,0.552200000635783,2,2,6,36,2
"596",1,0,0,0.489766651884715,4,4,16,22,1
"597",0,1,1,0.52436664425532,2,4,8,33,1
"598",NA,0,1,0.537000003655752,1,1,1,14,2
"599",NA,0,1,0.526566670163472,1,2,2,39,1
"600",1,0,1,0.527833360989889,1,4,4,50,2
"601",1,0,1,0.537000003655752,1,2,2,14,2
"602",1,0,1,0.548066697978973,1,4,4,23,2
"603",1,0,0,0.478700007629395,2,1,5,40,1
"604",1,0,0,0.602099974091848,2,3,7,17,2
"605",1,0,0,0.552200000635783,2,2,6,36,2
"606",1,0,0,0.489766651884715,2,4,8,22,1
"607",1,0,0,0.602099974091848,2,3,7,17,2
"608",0,0,1,0.526566670163472,4,2,14,39,1
"609",1,0,0,0.533566686375936,2,4,8,26,2
"610",0,1,1,0.584099987602234,3,2,10,19,3
"611",0,0,1,0.537000003655752,1,4,4,14,2
"612",1,0,0,0.552200000635783,3,2,10,36,2
"613",NA,1,0,0.537000003655752,3,1,9,14,2
"614",NA,0,0,0.527833360989889,2,4,8,50,2
"615",0,0,0,0.527833360989889,1,2,2,50,2
"616",0,0,1,0.537000003655752,2,2,6,14,2
"617",0,0,1,0.505500021378199,2,2,6,24,2
"618",0,0,1,0.527833360989889,2,2,6,50,2
"619",0,0,1,0.52436664425532,2,2,6,33,1
"620",1,0,0,0.505500021378199,1,2,2,24,2
"621",0,1,1,0.548066697978973,3,1,9,23,2
"622",1,0,1,0.581833334445953,2,2,6,15,2
"623",0,0,0,0.665466688283284,2,4,8,28,2
"624",0,0,0,0.552200000635783,2,4,8,36,2
"625",1,0,0,0.608066638533274,2,2,6,47,3
"626",0,0,0,0.52436664425532,2,4,8,33,1
"627",1,0,0,0.61163329073588,3,2,10,10,3
"628",0,0,0,0.554300017801921,3,4,12,43,3
"629",1,0,0,0.527833360989889,3,2,10,50,2
"630",1,0,0,0.552200000635783,3,1,9,36,2
"631",1,0,1,0.552200000635783,1,2,2,36,2
"632",1,0,0,0.526566670163472,1,3,3,39,1
"633",1,0,0,0.61163329073588,4,3,15,10,3
"634",1,0,1,0.608066638533274,4,4,16,47,3
"635",0,1,1,0.552200000635783,2,4,8,36,2
"636",NA,0,1,0.594033358287811,3,2,10,44,3
"637",1,0,1,0.533566686375936,3,3,11,26,2
"638",1,0,1,0.608066638533274,4,2,14,47,3
"639",1,0,1,0.529166691144307,3,2,10,18,3
"640",1,0,1,0.571833309491475,2,2,6,34,3
"641",0,0,0,0.52436664425532,3,4,12,33,1
"642",1,0,0,0.548066697978973,1,3,3,23,2
"643",1,0,1,0.537000003655752,2,2,6,14,2
"644",0,0,0,0.524800026067098,3,2,10,16,2
"645",0,1,1,0.582999997297923,4,1,13,25,3
"646",1,0,1,0.61163329073588,1,4,4,10,3
"647",0,0,0,0.539733344459534,2,4,8,4,3
"648",0,0,1,0.594033358287811,2,3,7,44,3
"649",0,0,1,0.493566658401489,2,2,6,49,1
"650",0,0,1,0.594033358287811,2,4,8,44,3
"651",1,0,0,0.493566658401489,3,3,11,49,1
"652",1,0,1,0.665466688283284,1,3,3,28,2
"653",0,0,1,0.52436664425532,1,1,1,33,1
"654",0,0,1,0.52436664425532,3,2,10,33,1
"655",1,0,1,0.61163329073588,4,4,16,10,3
"656",1,0,1,0.594033358287811,2,4,8,44,3
"657",1,0,0,0.505500021378199,2,2,6,24,2
"658",1,1,1,0.533566686375936,1,2,2,26,2
"659",0,1,0,0.523033343982697,1,1,1,11,3
"660",1,0,1,0.584099987602234,1,4,4,19,3
"661",0,1,1,0.152999997138977,4,2,14,9,5
"662",0,0,1,0.61163329073588,2,2,6,10,3
"663",0,0,0,0.527833360989889,1,3,3,50,2
"664",1,0,1,0.594033358287811,4,4,16,44,3
"665",0,1,0,0.594033358287811,2,3,7,44,3
"666",0,0,1,0.594033358287811,3,2,10,44,3
"667",0,0,0,0.526566670163472,1,2,2,39,1
"668",1,0,1,0.594033358287811,1,2,2,44,3
"669",1,0,0,0.608066638533274,4,2,14,47,3
"670",0,1,0,0.571833309491475,4,2,14,34,3
"671",1,0,0,0.594033358287811,3,2,10,44,3
"672",1,0,0,0.537000003655752,2,4,8,14,2
"673",0,0,1,0.571833309491475,4,2,14,34,3
"674",1,0,1,0.554300017801921,2,4,8,43,3
"675",1,0,0,0.527833360989889,3,2,10,50,2
"676",1,1,0,0.529166691144307,2,2,6,18,3
"677",1,0,0,0.571833309491475,3,2,10,34,3
"678",1,0,0,0.665466688283284,3,2,10,28,2
"679",1,0,0,0.594033358287811,4,3,15,44,3
"680",1,0,0,0.565133328723908,2,4,8,1,3
"681",0,1,1,0.608066638533274,3,4,12,47,3
"682",0,1,1,0.608066638533274,1,3,3,47,3
"683",1,0,1,0.61163329073588,1,3,3,10,3
"684",0,0,1,0.565133328723908,4,4,16,1,3
"685",0,0,1,0.529166691144307,4,1,13,18,3
"686",0,0,1,0.543666702906291,3,3,11,5,4
"687",NA,0,1,0.529166691144307,4,3,15,18,3
"688",NA,0,0,0.554300017801921,2,3,7,43,3
"689",NA,0,1,0.537000003655752,3,4,12,14,2
"690",0,0,1,0.594033358287811,2,2,6,44,3
"691",1,0,1,0.584566701952616,3,3,11,6,4
"692",1,0,1,0.539733344459534,4,2,14,4,3
"693",0,0,0,0.543666702906291,1,2,2,5,4
"694",1,0,1,0.594033358287811,4,4,16,44,3
"695",1,0,1,0.584566701952616,1,3,3,6,4
"696",0,0,0,0.61163329073588,3,2,10,10,3
"697",1,0,0,0.594033358287811,1,4,4,44,3
"698",1,0,1,0.613366670163472,3,2,10,3,4
"699",0,0,1,0.543666702906291,3,3,11,5,4
"700",0,0,0,0.523033343982697,2,4,8,11,3
"701",1,1,1,0.565133328723908,1,3,3,1,3
"702",1,0,1,0.61163329073588,4,2,14,10,3
"703",1,0,0,0.571833309491475,4,2,14,34,3
"704",1,0,0,0.547800015417735,3,2,10,32,4
"705",1,0,1,0.547800015417735,3,4,12,32,4
"706",1,0,1,0.543666702906291,2,2,6,5,4
"707",1,1,0,0.523033343982697,1,3,3,11,3
"708",0,0,1,0.544333343505859,3,1,9,38,4
"709",0,0,0,0.603233325068156,1,2,2,37,3
"710",0,0,1,0.505500021378199,2,3,7,24,2
"711",NA,0,0,0.692699998092651,2,2,6,45,4
"712",0,0,1,0.572766618665059,1,2,2,41,3
"713",0,0,1,0.547800015417735,2,4,8,32,4
"714",1,0,1,0.543666702906291,2,4,8,5,4
"715",1,0,1,0.543666702906291,2,4,8,5,4
"716",1,0,1,0.493566658401489,4,1,13,49,1
"717",1,0,0,0.527833360989889,2,2,6,50,2
"718",1,0,0,0.554433295345306,3,1,9,48,4
"719",NA,0,1,0.523033343982697,3,4,12,11,3
"720",0,0,1,0.565133328723908,2,3,7,1,3
"721",1,0,1,0.582999997297923,3,3,11,25,3
"722",1,0,1,0.554300017801921,3,3,11,43,3
"723",0,0,1,0.543666702906291,3,1,9,5,4
"724",1,0,0,0.554433295345306,4,2,14,48,4
"725",1,0,1,0.543666702906291,1,2,2,5,4
"726",1,0,0,0.543666702906291,1,3,3,5,4
"727",1,0,0,0.523033343982697,2,1,5,11,3
"728",0,0,1,0.613366670163472,4,4,16,3,4
"729",1,0,0,0.543666702906291,3,4,12,5,4
"730",0,0,1,0.543666702906291,2,4,8,5,4
"731",1,0,1,0.603233325068156,3,2,10,37,3
"732",0,0,1,0.603833326975505,3,2,10,29,4
"733",1,0,1,0.529166691144307,3,2,10,18,3
"734",1,0,0,0.584566701952616,2,4,8,6,4
"735",1,0,1,0.543666702906291,3,1,9,5,4
"736",0,0,1,0.524800026067098,3,1,9,16,2
"737",1,0,0,0.608066638533274,1,3,3,47,3
"738",1,0,1,0.594033358287811,2,1,5,44,3
"739",1,0,1,0.566633343823751,2,4,8,7,1
"740",0,0,0,0.543666702906291,4,1,13,5,4
"741",0,0,0,0.501166654507319,2,2,6,21,1
"742",0,0,1,0.594033358287811,4,2,14,44,3
"743",0,0,1,0.52436664425532,2,4,8,33,1
"744",0,0,1,0.544333343505859,2,3,7,38,4
"745",0,0,0,0.543666702906291,2,4,8,5,4
"746",0,1,1,0.61163329073588,2,3,7,10,3
"747",1,0,1,0.594033358287811,2,4,8,44,3
"748",0,0,0,0.613366670163472,1,3,3,3,4
"749",1,0,1,0.526566670163472,4,3,15,39,1
"750",NA,0,0,0.549599981244405,2,2,6,20,1
"751",1,0,1,0.543666702906291,2,3,7,5,4
"752",1,0,1,0.552200000635783,2,2,6,36,2
"753",1,1,0,0.52436664425532,1,2,2,33,1
"754",0,0,1,0.548066697978973,2,2,6,23,2
"755",1,0,1,0.571833309491475,3,2,10,34,3
"756",0,0,0,0.544333343505859,2,4,8,38,4
"757",0,0,1,0.581833334445953,1,2,2,15,2
"758",1,0,1,0.571833309491475,2,2,6,34,3
"759",0,0,0,0.548066697978973,1,2,2,23,2
"760",0,0,1,0.526566670163472,2,2,6,39,1
"761",0,1,0,0.52436664425532,2,4,8,33,1
"762",0,0,0,0.552200000635783,1,3,3,36,2
"763",1,0,0,0.603233325068156,3,1,9,37,3
"764",1,0,1,0.52436664425532,2,4,8,33,1
"765",1,0,0,0.554433295345306,2,4,8,48,4
"766",0,0,1,0.548066697978973,4,4,16,23,2
"767",1,0,0,0.571833309491475,3,1,9,34,3
"768",1,0,0,0.548066697978973,1,4,4,23,2
"769",1,0,1,0.537000003655752,3,2,10,14,2
"770",1,0,1,0.566633343823751,1,4,4,7,1
"771",0,0,0,0.526566670163472,3,2,10,39,1
"772",1,0,0,0.548066697978973,1,4,4,23,2
"773",0,0,1,0.594033358287811,4,4,16,44,3
"774",1,0,1,0.523033343982697,3,1,9,11,3
"775",1,0,1,0.61163329073588,3,2,10,10,3
"776",1,0,0,0.61163329073588,1,3,3,10,3
"777",1,0,1,0.602099974091848,2,2,6,17,2
"778",NA,0,0,0.594033358287811,3,3,11,44,3
"779",1,0,1,0.501166654507319,2,2,6,21,1
"780",1,0,1,0.602099974091848,1,4,4,17,2
"781",1,0,1,0.548066697978973,4,2,14,23,2
"782",1,0,0,0.537000003655752,2,4,8,14,2
"783",0,0,0,0.582999997297923,2,4,8,25,3
"784",0,0,1,0.534600032583872,1,4,4,8,1
"785",0,0,1,0.61163329073588,1,2,2,10,3
"786",0,0,0,0.61163329073588,3,2,10,10,3
"787",0,0,0,0.543666702906291,1,4,4,5,4
"788",NA,0,0,0.524800026067098,2,1,5,16,2
"789",NA,0,1,0.539733344459534,2,4,8,4,3
"790",0,0,0,0.52436664425532,1,3,3,33,1
"791",1,0,1,0.489766651884715,2,3,7,22,1
"792",1,0,1,0.61163329073588,2,3,7,10,3
"793",1,0,0,0.584099987602234,3,2,10,19,3
"794",1,0,0,0.613366670163472,1,4,4,3,4
"795",0,0,0,0.608066638533274,2,4,8,47,3
"796",0,0,1,0.544333343505859,2,2,6,38,4
"797",1,0,1,0.529166691144307,2,4,8,18,3
"798",1,0,1,0.572766618665059,3,2,10,41,3
"799",1,0,1,0.527833360989889,3,2,10,50,2
"800",1,0,1,0.547800015417735,3,4,12,32,4
"801",1,1,1,0.608066638533274,3,2,10,47,3
"802",1,0,0,0.582999997297923,1,4,4,25,3
"803",0,0,1,0.657366662693024,3,1,9,13,4
"804",0,0,1,0.548066697978973,4,1,13,23,2
"805",0,0,0,0.552200000635783,1,4,4,36,2
"806",1,0,0,0.594033358287811,2,4,8,44,3
"807",1,0,0,0.52436664425532,1,1,1,33,1
"808",1,0,0,0.489766651884715,2,3,7,22,1
"809",1,0,1,0.523033343982697,3,4,12,11,3
"810",NA,0,1,0.543666702906291,2,3,7,5,4
"811",0,0,0,0.554433295345306,2,2,6,48,4
"812",1,0,1,0.581833334445953,3,2,10,15,2
"813",1,0,0,0.584566701952616,1,3,3,6,4
"814",1,0,0,0.552200000635783,2,3,7,36,2
"815",0,0,0,0.523033343982697,2,3,7,11,3
"816",0,0,0,0.543666702906291,1,2,2,5,4
"817",1,0,1,0.594033358287811,2,4,8,44,3
"818",0,0,1,0.543666702906291,2,2,6,5,4
"819",0,0,1,0.537000003655752,2,3,7,14,2
"820",0,0,0,0.52436664425532,2,2,6,33,1
"821",1,0,1,0.543666702906291,2,2,6,5,4
"822",0,0,1,0.608066638533274,1,4,4,47,3
"823",0,0,1,0.584566701952616,4,3,15,6,4
"824",1,0,1,0.552200000635783,1,4,4,36,2
"825",0,1,1,0.594033358287811,3,2,10,44,3
"826",0,0,0,0.61163329073588,2,4,8,10,3
"827",0,0,1,0.52436664425532,3,4,12,33,1
"828",0,0,1,0.493566658401489,3,3,11,49,1
"829",0,0,0,0.526566670163472,2,4,8,39,1
"830",0,1,1,0.603233325068156,2,2,6,37,3
"831",1,0,1,0.554300017801921,4,2,14,43,3
"832",0,0,0,0.505500021378199,3,2,10,24,2
"833",0,1,0,0.584099987602234,3,1,9,19,3
"834",1,0,1,0.529166691144307,3,3,11,18,3
"835",1,0,0,0.533566686375936,3,3,11,26,2
"836",1,0,0,0.505500021378199,2,2,6,24,2
"837",0,0,1,0.52436664425532,3,3,11,33,1
"838",1,0,1,0.526566670163472,1,3,3,39,1
"839",1,1,1,0.52436664425532,2,2,6,33,1
"840",1,0,1,0.571833309491475,3,1,9,34,3
"841",1,0,1,0.608066638533274,1,2,2,47,3
"842",1,0,0,0.52436664425532,1,2,2,33,1
"843",1,0,0,0.613366670163472,2,4,8,3,4
"844",0,1,1,0.523033343982697,1,4,4,11,3
"845",1,0,1,0.543666702906291,2,2,6,5,4
"846",1,0,1,0.572766618665059,3,1,9,41,3
"847",1,0,1,0.554300017801921,1,2,2,43,3
"848",0,0,1,0.52436664425532,2,3,7,33,1
"849",1,0,0,0.489766651884715,2,3,7,22,1
"850",1,0,1,0.564166665871938,1,4,4,31,1
"851",1,0,0,0.554300017801921,3,3,11,43,3
"852",1,0,1,0.61163329073588,3,2,10,10,3
"853",1,1,1,0.554300017801921,1,2,2,43,3
"854",1,0,0,0.523033343982697,2,2,6,11,3
"855",0,0,1,0.584566701952616,1,3,3,6,4
"856",0,1,1,0.52436664425532,1,3,3,33,1
"857",0,0,1,0.584099987602234,1,4,4,19,3
"858",1,0,0,0.632033331902822,1,2,2,30,1
"859",1,0,0,0.572766618665059,2,2,6,41,3
"860",1,0,1,0.552200000635783,2,2,6,36,2
"861",1,0,0,0.526566670163472,3,2,10,39,1
"862",0,0,0,0.549599981244405,2,2,6,20,1
"863",0,0,1,0.571833309491475,3,2,10,34,3
"864",0,0,1,0.537000003655752,3,2,10,14,2
"865",0,0,0,0.584566701952616,2,4,8,6,4
"866",1,0,0,0.537000003655752,3,4,12,14,2
"867",NA,0,0,0.608066638533274,2,4,8,47,3
"868",0,0,1,0.554433295345306,1,3,3,48,4
"869",NA,0,1,0.489766651884715,4,2,14,22,1
"870",1,0,1,0.543666702906291,2,2,6,5,4
"871",1,0,0,0.554300017801921,2,3,7,43,3
"872",1,0,0,0.523033343982697,2,3,7,11,3
"873",1,0,0,0.548066697978973,3,4,12,23,2
"874",1,1,1,0.564166665871938,1,2,2,31,1
"875",0,0,0,0.489766651884715,1,4,4,22,1
"876",0,0,0,0.543666702906291,2,2,6,5,4
"877",1,0,1,0.543666702906291,2,4,8,5,4
"878",1,0,0,0.61163329073588,2,3,7,10,3
"879",1,0,0,0.594033358287811,1,3,3,44,3
"880",0,0,0,0.526566670163472,1,4,4,39,1
"881",0,0,0,0.52436664425532,4,2,14,33,1
"882",1,0,1,0.572766618665059,4,3,15,41,3
"883",0,0,0,0.548066697978973,1,4,4,23,2
"884",0,0,0,0.608066638533274,2,4,8,47,3
"885",1,0,1,0.526566670163472,3,3,11,39,1
"886",1,0,1,0.529166691144307,3,2,10,18,3
"887",1,0,0,0.526566670163472,1,2,2,39,1
"888",0,1,1,0.52436664425532,1,3,3,33,1
"889",0,0,1,0.572766618665059,2,4,8,41,3
"890",0,0,0,0.608066638533274,1,3,3,47,3
"891",1,0,0,0.543666702906291,2,1,5,5,4
"892",1,0,1,0.613366670163472,2,2,6,3,4
"893",1,0,0,0.614366671593984,2,4,8,35,2
"894",1,0,1,0.52436664425532,2,3,7,33,1
"895",1,0,0,0.529166691144307,2,4,8,18,3
"896",1,0,1,0.543666702906291,2,3,7,5,4
"897",1,0,1,0.61163329073588,2,3,7,10,3
"898",1,0,0,0.61163329073588,2,3,7,10,3
"899",1,0,1,0.565133328723908,2,4,8,1,3
"900",1,0,0,0.552200000635783,3,4,12,36,2
"901",0,0,1,0.594033358287811,2,4,8,44,3
"902",0,0,0,0.594033358287811,3,2,10,44,3
"903",0,0,1,0.544333343505859,1,1,1,38,4
"904",0,0,1,0.52436664425532,2,4,8,33,1
"905",0,0,1,0.543666702906291,4,2,14,5,4
"906",0,1,1,0.594033358287811,2,3,7,44,3
"907",0,0,0,0.554433295345306,1,2,2,48,4
"908",0,1,1,0.572766618665059,2,3,7,41,3
"909",0,0,1,0.52436664425532,2,4,8,33,1
"910",0,0,0,0.524800026067098,2,2,6,16,2
"911",0,0,1,0.543666702906291,1,2,2,5,4
"912",0,0,1,0.594033358287811,2,3,7,44,3
"913",NA,0,1,0.594033358287811,2,2,6,44,3
"914",0,0,1,0.61163329073588,1,3,3,10,3
"915",1,0,0,0.526566670163472,1,2,2,39,1
"916",1,0,0,0.61163329073588,2,4,8,10,3
"917",1,0,0,0.52436664425532,2,4,8,33,1
"918",0,0,0,0.61163329073588,3,2,10,10,3
"919",1,0,0,0.565133328723908,1,2,2,1,3
"920",NA,0,0,0.543666702906291,2,4,8,5,4
"921",NA,0,0,0.565133328723908,1,3,3,1,3
"922",1,0,1,0.572766618665059,3,1,9,41,3
"923",1,0,0,0.564166665871938,2,4,8,31,1
"924",0,0,1,0.554300017801921,2,2,6,43,3
"925",1,0,1,0.554300017801921,2,1,5,43,3
"926",0,0,0,0.552200000635783,2,3,7,36,2
"927",0,0,1,0.52436664425532,1,1,1,33,1
"928",NA,0,0,0.613366670163472,2,3,7,3,4
"929",1,0,0,0.581833334445953,2,2,6,15,2
"930",1,0,1,0.594033358287811,2,2,6,44,3
"931",1,0,0,0.552200000635783,1,2,2,36,2
"932",1,0,0,0.61163329073588,3,2,10,10,3
"933",0,0,0,0.478700007629395,3,3,11,40,1
"934",0,0,1,0.554300017801921,4,1,13,43,3
"935",1,0,0,0.543666702906291,2,4,8,5,4
"936",0,0,1,0.543666702906291,4,3,15,5,4
"937",0,0,1,0.565133328723908,2,3,7,1,3
"938",1,0,0,0.478700007629395,1,3,3,40,1
"939",NA,0,1,0.571833309491475,1,3,3,34,3
"940",1,0,1,0.61163329073588,4,2,14,10,3
"941",0,0,1,0.537000003655752,2,4,8,14,2
"942",1,0,1,0.554433295345306,2,3,7,48,4
"943",1,0,1,0.526566670163472,1,2,2,39,1
"944",0,0,1,0.564166665871938,3,4,12,31,1
"945",0,0,0,0.493566658401489,2,3,7,49,1
"946",1,0,0,0.594033358287811,3,3,11,44,3
"947",0,1,0,0.523033343982697,2,2,6,11,3
"948",1,0,0,0.552200000635783,2,4,8,36,2
"949",0,0,1,0.537000003655752,2,1,5,14,2
"950",0,0,1,0.61163329073588,4,2,14,10,3
"951",0,0,0,0.543666702906291,2,4,8,5,4
"952",0,1,0,0.52436664425532,1,4,4,33,1
"953",0,0,1,0.537000003655752,1,4,4,14,2
"954",0,0,0,0.489766651884715,2,2,6,22,1
"955",0,0,1,0.52436664425532,2,2,6,33,1
"956",1,0,0,0.566633343823751,2,4,8,7,1
"957",0,1,1,0.548066697978973,1,2,2,23,2
"958",1,0,1,0.523033343982697,1,2,2,11,3
"959",1,0,1,0.52436664425532,4,2,14,33,1
"960",0,0,0,0.552200000635783,3,3,11,36,2
"961",0,0,0,0.489766651884715,1,1,1,22,1
"962",0,0,1,0.537000003655752,2,2,6,14,2
"963",0,0,1,0.548066697978973,3,3,11,23,2
"964",1,0,1,0.523033343982697,2,1,5,11,3
"965",1,0,1,0.594033358287811,1,3,3,44,3
"966",1,0,1,0.552200000635783,1,2,2,36,2
"967",0,0,1,0.564166665871938,2,3,7,31,1
"968",1,0,1,0.552200000635783,3,3,11,36,2
"969",0,0,1,0.52436664425532,3,3,11,33,1
"970",0,0,1,0.52436664425532,4,4,16,33,1
"971",0,0,1,0.543666702906291,3,4,12,5,4
"972",0,0,0,0.501166654507319,2,2,6,21,1
"973",1,0,1,0.564166665871938,1,4,4,31,1
"974",0,1,1,0.548066697978973,2,3,7,23,2
"975",0,0,1,0.549599981244405,4,4,16,20,1
"976",0,1,1,0.594033358287811,1,3,3,44,3
"977",1,0,0,0.544333343505859,4,1,13,38,4
"978",0,0,0,0.566633343823751,3,2,10,7,1
"979",1,0,0,0.584566701952616,3,4,12,6,4
"980",0,0,0,0.543666702906291,4,1,13,5,4
"981",1,0,1,0.565133328723908,4,2,14,1,3
"982",0,0,1,0.543666702906291,2,3,7,5,4
"983",0,0,1,0.594033358287811,2,2,6,44,3
"984",NA,0,1,0.524800026067098,2,2,6,16,2
"985",0,0,1,0.526566670163472,3,4,12,39,1
"986",1,0,0,0.564166665871938,1,2,2,31,1
"987",1,0,0,0.489766651884715,1,4,4,22,1
"988",NA,0,0,0.526566670163472,3,2,10,39,1
"989",0,0,1,0.564166665871938,2,4,8,31,1
"990",0,0,0,0.524800026067098,2,4,8,16,2
"991",0,0,1,0.61163329073588,4,1,13,10,3
"992",0,1,1,0.584566701952616,3,4,12,6,4
"993",0,0,1,0.603233325068156,2,1,5,37,3
"994",1,0,1,0.537000003655752,4,2,14,14,2
"995",1,0,1,0.543666702906291,2,2,6,5,4
"996",1,0,0,0.554433295345306,4,2,14,48,4
"997",1,0,1,0.603233325068156,1,3,3,37,3
"998",1,0,1,0.552200000635783,3,3,11,36,2
"999",0,1,0,0.501166654507319,3,2,10,21,1
"1000",1,0,1,0.543666702906291,2,3,7,5,4
"1001",0,0,1,0.543666702906291,4,1,13,5,4
"1002",0,0,0,0.501166654507319,1,3,3,21,1
"1003",NA,0,0,0.608066638533274,1,2,2,47,3
"1004",0,0,0,0.543666702906291,3,4,12,5,4
"1005",1,0,1,0.594033358287811,2,2,6,44,3
"1006",NA,0,0,0.524800026067098,4,1,13,16,2
"1007",NA,0,1,0.533566686375936,2,3,7,26,2
"1008",1,0,1,0.544333343505859,3,2,10,38,4
"1009",0,0,1,0.537000003655752,2,2,6,14,2
"1010",0,0,0,0.61163329073588,1,4,4,10,3
"1011",1,0,0,0.543666702906291,2,2,6,5,4
"1012",0,1,1,0.61163329073588,4,1,13,10,3
"1013",0,0,0,0.489766651884715,4,2,14,22,1
"1014",NA,0,1,0.572766618665059,4,1,13,41,3
"1015",1,0,0,0.489766651884715,2,4,8,22,1
"1016",NA,0,1,0.537000003655752,3,2,10,14,2
"1017",1,0,0,0.526566670163472,2,2,6,39,1
"1018",0,0,1,0.571833309491475,2,2,6,34,3
"1019",1,0,1,0.52436664425532,1,2,2,33,1
"1020",1,0,1,0.526566670163472,1,4,4,39,1
"1021",1,0,1,0.61163329073588,3,2,10,10,3
"1022",0,0,0,0.52436664425532,3,4,12,33,1
"1023",0,1,1,0.594033358287811,2,2,6,44,3
"1024",0,1,1,0.582999997297923,3,1,9,25,3
"1025",NA,0,1,0.581833334445953,4,1,13,15,2
"1026",1,0,0,0.543666702906291,3,2,10,5,4
"1027",1,0,0,0.554433295345306,3,4,12,48,4
"1028",1,0,1,0.61163329073588,4,2,14,10,3
"1029",1,0,1,0.552200000635783,4,1,13,36,2
